"","IDHH","STATEID","URBAN2011","educ_cat","income_quintile","GROUPS","CI7","CI8","WT","WTn"
"672","0710010609","(07) Delhi 07","(1) urban 1","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(3) Hardly any confidence at all",4407.66666667,0.72035564938565
"673","0619051401","(06) Haryana 06","(0) rural 0","Middle","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",1083.83238397,0.177133354181195
"674","2717010611","(27) Maharashtra 27","(0) rural 0","Primary","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(2) Only some confidence",7905.84355447,1.29207117922195
"675","3209010901","(32) Kerala 32","(0) rural 0","Secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",6104.36187173,0.997650660256766
"676","2211020111","(22) Chhattisgarh 22","(1) urban 1","Higher secondary","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",5765.10772579,0.942205532689981
"677","1911031712","(19) West Bengal 19","(0) rural 0","Primary","Q1 (Poorest)","(2) Forward caste 2","(3) Hardly any confidence at all","(2) Only some confidence",18096.38279659,2.95753571374704
"678","2129061701","(21) Orissa 21","(0) rural 0","No education","Q4","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",2039.6710895,0.333348391184027
"679","2915021001","(29) Karnataka 29","(0) rural 0","Secondary","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",1810.72580809,0.295931308782812
"680","1601011201","(16) Tripura 16","(1) urban 1","Higher secondary","Q3","(4) Dalit 4","(1) A great deal of confidence","(2) Only some confidence",5195.08695652,0.849045656396291
"681","3306010801","(33) Tamil Nadu 33","(1) urban 1","Higher secondary","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",8239.85586393,1.34665962074438
"682","0949051501","(09) Uttar Pradesh 09","(0) rural 0","Middle","Q1 (Poorest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",6642.02546584,1.08552232496655
"683","0603021301","(06) Haryana 06","(1) urban 1","Primary","Q4","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"684","2723201101","(27) Maharashtra 27","(1) urban 1","Higher secondary","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",9592.3,1.56769284479999
"685","2211060501","(22) Chhattisgarh 22","(1) urban 1","College+","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",5765.10772579,0.942205532689981
"686","0949052501","(09) Uttar Pradesh 09","(0) rural 0","Secondary","Q2","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",6642.02546584,1.08552232496655
"687","2916310111","(29) Karnataka 29","(0) rural 0","College+","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",931.63200771,0.152258877690816
"688","2301020801","(23) Madhya Pradesh 23","(0) rural 0","No education","Q1 (Poorest)","(5) Adivasi 5","(2) Only some confidence","(2) Only some confidence",4560.6498369,0.74535805979237
"689","2101020401","(21) Orissa 21","(0) rural 0","No education","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",3066.58300394,0.501179095030596
"690","2337011612","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q1 (Poorest)","(1) Brahmin 1","(1) A great deal of confidence","(2) Only some confidence",3990.8544233,0.652235013922186
"691","0113041201","(01) Jammu & Kashmir 01","(0) rural 0","Higher secondary","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",5948.12101892,0.972115838887992
"692","1917100101","(19) West Bengal 19","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",5775.85751979,0.943962397585457
"693","3312150501","(33) Tamil Nadu 33","(1) urban 1","Higher secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",8239.85586393,1.34665962074438
"694","3211071301","(32) Kerala 32","(0) rural 0","College+","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",7596.65931974,1.24154045014642
"695","1005070401","(10) Bihar 10","(0) rural 0","No education","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",12152.50843838,1.98611391691459
"696","3210090521","(32) Kerala 32","(0) rural 0","Secondary","Q4","(7) Christian, Sikh, Jain 7","(1) A great deal of confidence","(2) Only some confidence",2371.14863399,0.387522569922061
"697","2926071501","(29) Karnataka 29","(1) urban 1","Primary","Q5 (Richest)","(5) Adivasi 5","(2) Only some confidence","(2) Only some confidence",4741.77914111,0.774960461113599
"698","2115041201","(21) Orissa 21","(0) rural 0","Secondary","Q3","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",3230.134,0.527908630833602
"699","0113030401","(01) Jammu & Kashmir 01","(0) rural 0","Secondary","Q4","(1) Brahmin 1","(1) A great deal of confidence","(1) A great deal of confidence",6135.95633373,1.00281421977979
"700","0303090801","(03) Punjab 03","(1) urban 1","Higher secondary","Q2","(1) Brahmin 1","(1) A great deal of confidence","(1) A great deal of confidence",3916.37868853,0.640063264027985
"701","0311122812","(03) Punjab 03","(0) rural 0","Middle","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",1469.8990599,0.240229167017656
"702","1917060301","(19) West Bengal 19","(1) urban 1","College+","Q5 (Richest)","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",5775.85751979,0.943962397585457
"703","2309021021","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q3","(4) Dalit 4","(3) Hardly any confidence at all","(1) A great deal of confidence",5109.82895946,0.835111735235262
"704","1005051411","(10) Bihar 10","(0) rural 0","Secondary","Q2","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",12055.288,1.9702249449666
"705","2422070901","(24) Gujarat 24","(1) urban 1","No education","Q2","(6) Muslim 6","(3) Hardly any confidence at all","(1) A great deal of confidence",6938.99873258,1.13405738593891
"706","2121060401","(21) Orissa 21","(0) rural 0","Primary","Q2","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",2497.00429093,0.40809146506321
"707","2817020401","(28) Andhra Pradesh 28","(1) urban 1","Middle","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",8110.15651136,1.32546254110767
"708","0309020511","(03) Punjab 03","(0) rural 0","College+","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",2538.90811966,0.414939909385191
"709","2924070501","(29) Karnataka 29","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",4741.77914111,0.774960461113599
"710","1809041309","(18) Assam 18","(0) rural 0","Middle","Q4","(5) Adivasi 5","(2) Only some confidence","(2) Only some confidence",17389.19404138,2.84195814095785
"711","0113140301","(01) Jammu & Kashmir 01","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",1844.57654723,0.301463617148998
"712","3210090541","(32) Kerala 32","(0) rural 0","Secondary","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",2371.14863399,0.387522569922061
"713","2407060211","(24) Gujarat 24","(0) rural 0","Middle","Q1 (Poorest)","(6) Muslim 6","(1) A great deal of confidence","(2) Only some confidence",11349.14130435,1.8548176784977
"714","1908081901","(19) West Bengal 19","(0) rural 0","Primary","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",14230.91555555,2.32579303101327
"715","0619021012","(06) Haryana 06","(0) rural 0","Secondary","Q2","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",2515.04700855,0.411040230147039
"716","1032050402","(10) Bihar 10","(0) rural 0","No education","Q2","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(1) A great deal of confidence",12044.05238096,1.96838868050699
"717","0965022001","(09) Uttar Pradesh 09","(0) rural 0","Secondary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",3742.84051845,0.611701500161748
"718","1918040109","(19) West Bengal 19","(1) urban 1","Primary","Q2","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",5775.85751979,0.943962397585457
"719","0606040112","(06) Haryana 06","(0) rural 0","Middle","Q3","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",2066.6,0.337749448314132
"720","2118011711","(21) Orissa 21","(0) rural 0","No education","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",3911.67040409,0.639293777687079
"721","0202050513","(02) Himachal Pradesh 02","(0) rural 0","Higher secondary","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",2162.02747253,0.353345391506342
"722","3211080701","(32) Kerala 32","(1) urban 1","Secondary","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"723","0962030703","(09) Uttar Pradesh 09","(1) urban 1","Middle","Q4","(6) Muslim 6","(2) Only some confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"724","3211061301","(32) Kerala 32","(1) urban 1","College+","Q5 (Richest)","(7) Christian, Sikh, Jain 7","(1) A great deal of confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
